,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,xg,xga,posse,público,capitão,formação,árbitro,relatório da partida,tc,cag,dist,fk,pb,pt,temporada,time
45,2022-11-05,20:30,Série A,Rodada da semana 36,sáb,Em casa,V,1,0,Ceará,2.5,0.4,63.0,41.335,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,15,2,180.0,2.0,0,0,2022,Corinthians
46,2022-11-09,19:00,Série A,Rodada da semana 37,qua,Visitante,E,2,2,Coritiba,0.9,1.8,48.0,,Cássio,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,9,3,185.0,1.0,0,0,2022,Corinthians
47,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Em casa,D,0,1,Atlético Mineiro,0.7,1.6,58.0,,Cássio,4-1-4-1,Braulio da Silva Machado,Relatório da Partida,17,4,214.0,2.0,0,0,2022,Corinthians
1,2022-04-09,19:00,Série A,Rodada da semana 1,sáb,Visitante,E,1,1,Atl Goianiense,1.2,1.4,56.0,10.496,David Luiz,3-2-4-1,Braulio da Silva Machado,Relatório da Partida,12,3,153.0,0.0,0,0,2022,Flamengo
3,2022-04-17,16:00,Série A,Rodada da semana 2,dom,Em casa,V,3,1,São Paulo,2.4,0.2,53.0,54.686,Everton Ribeiro,3-4-3,Anderson Daronco,Relatório da Partida,19,8,170.0,2.0,0,0,2022,Flamengo
4,2022-04-20,19:30,Série A,Rodada da semana 4,qua,Em casa,E,0,0,Palmeiras,1.4,0.8,55.0,69.997,Everton Ribeiro,4-2-3-1,Wilton Sampaio,Relatório da Partida,17,2,204.0,1.0,0,0,2022,Flamengo
5,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Visitante,D,0,1,Ath Paranaense,0.7,1.1,58.0,22.659,Willian Arão,3-4-3,Raphael Claus,Relatório da Partida,11,6,191.0,1.0,0,0,2022,Flamengo
8,2022-05-08,11:00,Série A,Rodada da semana 5,dom,Em casa,D,0,1,Botafogo (RJ),1.7,0.8,53.0,54.981,Everton Ribeiro,4-2-3-1,Anderson Daronco,Relatório da Partida,17,7,175.0,1.0,0,0,2022,Flamengo
9,2022-05-14,16:30,Série A,Rodada da semana 6,sáb,Visitante,E,2,2,Ceará,0.7,1.0,58.0,52.139,Everton Ribeiro,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,11,4,197.0,0.0,0,0,2022,Flamengo
11,2022-05-21,16:30,Série A,Rodada da semana 7,sáb,Em casa,V,1,0,Goiás,1.3,0.6,63.0,4.722,Everton Ribeiro,4-4-2,Braulio da Silva Machado,Relatório da Partida,11,6,174.0,1.0,0,0,2022,Flamengo
13,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Visitante,V,2,1,Fluminense,1.0,1.6,38.0,57.919,Everton Ribeiro,4-2-3-1,Raphael Claus,Relatório da Partida,7,3,150.0,1.0,0,0,2022,Flamengo
14,2022-06-05,16:00,Série A,Rodada da semana 9,dom,Em casa,D,1,2,Fortaleza,1.9,2.2,64.0,63.975,Everton Ribeiro,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,10,3,159.0,0.0,0,1,2022,Flamengo
15,2022-06-08,20:30,Série A,Rodada da semana 10,qua,Visitante,D,0,1,Bragantino,1.3,1.3,68.0,8.627,Everton Ribeiro,4-4-2,Wilton Sampaio,Relatório da Partida,13,3,211.0,1.0,0,0,2022,Flamengo
16,2022-06-11,21:00,Série A,Rodada da semana 11,sáb,Visitante,D,1,3,Internacional,1.2,1.9,68.0,22.392,Everton Ribeiro,4-3-3,Braulio da Silva Machado,Relatório da Partida,16,3,166.0,0.0,0,0,2022,Flamengo
17,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Em casa,V,2,0,Cuiabá,1.7,0.2,62.0,43.93,Everton Ribeiro,4-3-3,Savio Pereira,Relatório da Partida,15,6,156.0,0.0,0,0,2022,Flamengo
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,D,0,2,Atlético Mineiro,0.4,1.5,52.0,55.373,Everton Ribeiro,4-2-3-1,Raphael Claus,Relatório da Partida,10,3,215.0,1.0,0,0,2022,Flamengo
19,2022-06-25,19:00,Série A,Rodada da semana 14,sáb,Em casa,V,3,0,América (MG),4.1,0.9,53.0,42.931,Gabriel Barbosa,4-3-1-2,Ramon Abatti Abel,Relatório da Partida,22,7,161.0,0.0,0,1,2022,Flamengo
21,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Visitante,V,2,1,Santos,2.8,0.7,53.0,12.464,Everton Ribeiro,4-3-3,Anderson Daronco,Relatório da Partida,12,6,156.0,1.0,0,0,2022,Flamengo
23,2022-07-10,16:00,Série A,Rodada da semana 16,dom,Visitante,D,0,1,Corinthians,0.6,0.8,51.0,44.055,Gabriel Barbosa,4-3-1-2,Ramon Abatti Abel,Relatório da Partida,12,4,202.0,0.0,0,0,2022,Flamengo
24,2022-07-16,19:00,Série A,Rodada da semana 17,sáb,Em casa,V,2,0,Coritiba,1.6,0.8,54.0,33.778,Diego,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,17,4,151.0,1.0,0,0,2022,Flamengo
25,2022-07-20,20:30,Série A,Rodada da semana 18,qua,Em casa,V,4,0,Juventude,2.8,0.3,62.0,65.392,Everton Ribeiro,4-3-1-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,27,11,158.0,3.0,0,0,2022,Flamengo
26,2022-07-24,11:00,Série A,Rodada da semana 19,dom,Visitante,V,2,1,Avaí,3.8,0.8,57.0,17.557,Diego,4-1-2-1-2◆,Raphael Claus,Relatório da Partida,19,7,134.0,1.0,0,0,2022,Flamengo
27,2022-07-30,20:30,Série A,Rodada da semana 20,sáb,Em casa,V,4,1,Atl Goianiense,2.9,0.2,52.0,64.04,Diego,4-4-2,Caio Max Augusto Vieira,Relatório da Partida,15,5,181.0,1.0,1,1,2022,Flamengo
29,2022-08-06,20:30,Série A,Rodada da semana 21,sáb,Visitante,V,2,0,São Paulo,1.7,0.6,46.0,45.217,Diego,4-3-3,Ramon Abatti Abel,Relatório da Partida,20,7,205.0,1.0,0,0,2022,Flamengo
31,2022-08-14,16:00,Série A,Rodada da semana 22,dom,Em casa,V,5,0,Ath Paranaense,1.9,0.2,68.0,62.716,Diego,4-3-3,Wilton Sampaio,Relatório da Partida,19,13,172.0,1.0,0,0,2022,Flamengo
32,2022-08-21,16:00,Série A,Rodada da semana 23,dom,Visitante,E,1,1,Palmeiras,0.9,1.5,43.0,40.485,David Luiz,4-3-3,Ramon Abatti Abel,Relatório da Partida,11,5,126.0,0.0,0,0,2022,Flamengo
33,2022-08-28,18:00,Série A,Rodada da semana 24,dom,Visitante,V,1,0,Botafogo (RJ),0.9,0.5,54.0,14.442,Diego,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,6,1,154.0,1.0,0,0,2022,Flamengo
35,2022-09-04,11:00,Série A,Rodada da semana 25,dom,Em casa,E,1,1,Ceará,1.1,0.3,62.0,64.387,Diego,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,15,6,191.0,0.0,0,0,2022,Flamengo
37,2022-09-11,19:00,Série A,Rodada da semana 26,dom,Visitante,E,1,1,Goiás,1.7,0.7,70.0,13.798,Everton Ribeiro,4-3-3,Ramon Abatti Abel,Relatório da Partida,15,6,169.0,1.0,0,0,2022,Flamengo
38,2022-09-18,16:00,Série A,Rodada da semana 27,dom,Em casa,D,1,2,Fluminense,2.6,2.0,50.0,55.17,Everton Ribeiro,4-1-2-1-2◆,Raphael Claus,Relatório da Partida,18,6,146.0,1.0,0,0,2022,Flamengo
39,2022-09-28,19:00,Série A,Rodada da semana 28,qua,Visitante,D,2,3,Fortaleza,1.1,1.4,72.0,46.299,Gabriel Barbosa,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,6,2,228.0,0.0,1,1,2022,Flamengo
40,2022-10-01,19:00,Série A,Rodada da semana 29,sáb,Em casa,V,4,1,Bragantino,4.0,0.9,68.0,46.698,Everton Ribeiro,4-3-1-2,Anderson Daronco,Relatório da Partida,22,9,160.0,0.0,0,1,2022,Flamengo
41,2022-10-05,21:30,Série A,Rodada da semana 30,qua,Em casa,E,0,0,Internacional,1.4,0.8,67.0,43.71,Everton Ribeiro,4-3-1-2,Flavio Rodrigues De Souza,Relatório da Partida,21,6,161.0,0.0,0,0,2022,Flamengo
42,2022-10-08,18:00,Série A,Rodada da semana 31,sáb,Visitante,V,2,1,Cuiabá,2.7,1.7,54.0,40.059,Diego,4-3-3,Raphael Claus,Relatório da Partida,16,4,167.0,0.0,1,1,2022,Flamengo
43,2022-10-15,20:30,Série A,Rodada da semana 32,sáb,Em casa,V,1,0,Atlético Mineiro,0.9,0.6,38.0,51.179,Pablo,4-3-3,Ramon Abatti Abel,Relatório da Partida,7,4,179.0,0.0,0,0,2022,Flamengo
44,2022-10-22,19:00,Série A,Rodada da semana 33,sáb,Visitante,V,2,1,América (MG),1.2,0.8,53.0,,Diego,4-3-3,Jean Pierre Goncalves Lima,Relatório da Partida,15,6,168.0,1.0,0,0,2022,Flamengo
45,2022-10-25,21:45,Série A,Rodada da semana 34,ter,Em casa,V,3,2,Santos,2.0,0.7,54.0,44.679,Diego Alves,4-3-3,André Luiz de Freitas Castro,Relatório da Partida,19,12,166.0,2.0,0,0,2022,Flamengo
47,2022-11-02,21:30,Série A,Rodada da semana 35,qua,Em casa,D,1,2,Corinthians,0.6,0.7,52.0,,Pablo,4-3-3,Ramon Abatti Abel,Relatório da Partida,15,3,199.0,1.0,0,0,2022,Flamengo
48,2022-11-06,16:00,Série A,Rodada da semana 36,dom,Visitante,D,0,1,Coritiba,0.9,1.1,67.0,,Diego,4-3-3,Raphael Claus,Relatório da Partida,13,1,185.0,0.0,0,0,2022,Flamengo
49,2022-11-09,21:30,Série A,Rodada da semana 37,qua,Visitante,E,2,2,Juventude,2.4,0.5,63.0,,Pablo,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,10,3,97.0,0.0,0,0,2022,Flamengo
50,2022-11-12,16:00,Série A,Rodada da semana 38,sáb,Em casa,D,1,2,Avaí,1.8,1.8,65.0,,Diego,4-3-3,Edina Alves Batista,Relatório da Partida,17,4,150.0,1.0,0,0,2022,Flamengo
1,2022-04-10,19:00,Série A,Rodada da semana 1,dom,Visitante,D,0,4,São Paulo,0.3,1.6,45.0,20.606,Marcelo Cirino,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,7,0,198.0,0.0,0,0,2022,Athletico Paranaense
3,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Em casa,D,0,1,Atlético Mineiro,0.5,1.0,44.0,17.305,Pedro Henrique,4-2-3-1,Wilton Sampaio,Relatório da Partida,12,3,247.0,2.0,0,0,2022,Athletico Paranaense
4,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Em casa,V,1,0,Flamengo,1.1,0.7,42.0,22.659,Pedro Henrique,4-2-3-1,Raphael Claus,Relatório da Partida,9,1,287.0,0.0,1,1,2022,Athletico Paranaense
6,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Visitante,D,0,1,América (MG),1.1,0.5,53.0,2.433,Léo Cittadini,5-3-2,Jefferson Ferreira de Moraes,Relatório da Partida,13,5,175.0,1.0,0,0,2022,Athletico Paranaense
8,2022-05-07,20:30,Série A,Rodada da semana 5,sáb,Em casa,V,1,0,Ceará,1.7,1.1,41.0,22.659,Pedro Henrique,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,14,8,222.0,1.0,0,1,2022,Athletico Paranaense
9,2022-05-14,21:00,Série A,Rodada da semana 6,sáb,Visitante,D,1,2,Fluminense,1.4,0.7,37.0,4.722,Pedro Henrique,4-3-3,Ramon Abatti Abel,Relatório da Partida,12,3,230.0,0.0,0,0,2022,Athletico Paranaense
11,2022-05-22,19:00,Série A,Rodada da semana 7,dom,Em casa,V,2,1,Avaí,1.4,1.3,42.0,15.949,Pedro Henrique,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,11,2,232.0,1.0,1,1,2022,Athletico Paranaense
13,2022-05-29,17:00,Série A,Rodada da semana 8,dom,Visitante,V,1,0,Cuiabá,1.3,0.6,42.0,4.539,Erick,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,19,8,214.0,0.0,0,0,2022,Athletico Paranaense
14,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Em casa,E,2,2,Santos,1.6,2.1,42.0,19.323,Pedro Henrique,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,14,4,209.0,0.0,0,0,2022,Athletico Paranaense
15,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Visitante,V,3,1,Juventude,1.3,1.7,46.0,3.59,Pedro Henrique,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,7,6,202.0,0.0,0,0,2022,Athletico Paranaense
16,2022-06-12,19:00,Série A,Rodada da semana 11,dom,Visitante,E,0,0,Fortaleza,0.3,1.4,37.0,18.167,Nicolás Hernández,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,7,0,251.0,0.0,0,0,2022,Athletico Paranaense
17,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Em casa,E,1,1,Corinthians,1.6,1.3,45.0,25.965,Pedro Henrique,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,20,1,230.0,1.0,1,1,2022,Athletico Paranaense
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,V,1,0,Coritiba,1.6,2.0,40.0,22.609,Pedro Henrique,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,9,2,213.0,0.0,1,1,2022,Athletico Paranaense
19,2022-06-25,16:30,Série A,Rodada da semana 14,sáb,Em casa,V,4,2,Bragantino,0.8,2.3,30.0,16.327,Nicolás Hernández,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,10,6,181.0,0.0,0,0,2022,Athletico Paranaense
21,2022-07-02,21:00,Série A,Rodada da semana 15,sáb,Visitante,V,2,0,Palmeiras,2.0,3.8,30.0,39.192,Pedro Henrique,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,12,4,241.0,1.0,1,1,2022,Athletico Paranaense
23,2022-07-09,20:30,Série A,Rodada da semana 16,sáb,Visitante,D,1,2,Goiás,2.4,1.0,65.0,9.044,Pedro Henrique,4-2-3-1,Raphael Claus,Relatório da Partida,19,3,256.0,1.0,1,1,2022,Athletico Paranaense
24,2022-07-16,16:30,Série A,Rodada da semana 17,sáb,Em casa,E,0,0,Internacional,2.4,1.6,60.0,21.402,Pedro Henrique,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,17,5,182.0,1.0,0,0,2022,Athletico Paranaense
25,2022-07-20,19:30,Série A,Rodada da semana 18,qua,Em casa,V,4,1,Atl Goianiense,1.9,1.0,42.0,22.426,Pedro Henrique,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,15,9,187.0,0.0,0,0,2022,Athletico Paranaense
26,2022-07-23,21:00,Série A,Rodada da semana 19,sáb,Visitante,D,0,2,Botafogo (RJ),0.9,0.8,47.0,8.105,Thiago Heleno,4-2-3-1,Anderson Daronco,Relatório da Partida,16,4,170.0,0.0,0,0,2022,Athletico Paranaense
27,2022-07-31,16:00,Série A,Rodada da semana 20,dom,Em casa,V,1,0,São Paulo,2.5,1.4,40.0,26.492,Thiago Heleno,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,8,2,237.0,1.0,1,2,2022,Athletico Paranaense
29,2022-08-07,19:00,Série A,Rodada da semana 21,dom,Visitante,V,3,2,Atlético Mineiro,1.2,1.5,37.0,25.119,Erick,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,10,5,195.0,1.0,0,0,2022,Athletico Paranaense
31,2022-08-14,16:00,Série A,Rodada da semana 22,dom,Visitante,D,0,5,Flamengo,0.2,1.9,32.0,62.716,Erick,4-2-3-1,Wilton Sampaio,Relatório da Partida,5,3,271.0,1.0,0,0,2022,Athletico Paranaense
32,2022-08-21,18:00,Série A,Rodada da semana 23,dom,Em casa,E,1,1,América (MG),1.5,0.9,58.0,15.023,Thiago Heleno,4-2-3-1,Savio Pereira,Relatório da Partida,18,9,227.0,0.0,0,0,2022,Athletico Paranaense
33,2022-08-27,21:00,Série A,Rodada da semana 24,sáb,Visitante,E,0,0,Ceará,0.6,1.0,40.0,16.754,Erick,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,8,2,188.0,0.0,0,0,2022,Athletico Paranaense
35,2022-09-03,19:00,Série A,Rodada da semana 25,sáb,Em casa,V,1,0,Fluminense,0.6,0.8,27.0,14.037,Pablo,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,7,2,184.0,0.0,0,0,2022,Athletico Paranaense
37,2022-09-11,11:00,Série A,Rodada da semana 26,dom,Visitante,E,1,1,Avaí,0.8,1.7,31.0,9.487,Thiago Heleno,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,9,2,198.0,0.0,0,0,2022,Athletico Paranaense
38,2022-09-18,19:00,Série A,Rodada da semana 27,dom,Em casa,E,2,2,Cuiabá,1.5,0.6,63.0,16.524,Thiago Heleno,4-2-3-1,Anderson Daronco,Relatório da Partida,16,2,191.0,0.0,1,1,2022,Athletico Paranaense
39,2022-09-27,21:00,Série A,Rodada da semana 28,ter,Visitante,D,0,2,Santos,0.8,0.8,51.0,7.464,Thiago Heleno,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,14,3,228.0,2.0,0,0,2022,Athletico Paranaense
40,2022-10-01,19:00,Série A,Rodada da semana 29,sáb,Em casa,V,2,0,Juventude,1.5,0.2,52.0,14.403,Thiago Heleno,4-2-3-1,Maguielson Lima Barbosa,Relatório da Partida,17,6,187.0,2.0,0,0,2022,Athletico Paranaense
41,2022-10-05,19:30,Série A,Rodada da semana 30,qua,Em casa,E,1,1,Fortaleza,1.2,0.5,62.0,15.646,Thiago Heleno,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,21,4,202.0,0.0,0,0,2022,Athletico Paranaense
42,2022-10-08,21:00,Série A,Rodada da semana 31,sáb,Visitante,D,1,2,Corinthians,1.4,1.2,49.0,38.403,Vitinho,4-2-3-1,Anderson Daronco,Relatório da Partida,19,4,180.0,0.0,0,0,2022,Athletico Paranaense
43,2022-10-16,19:00,Série A,Rodada da semana 32,dom,Em casa,V,1,0,Coritiba,0.6,0.5,53.0,28.954,Fernandinho,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,15,7,201.0,1.0,0,0,2022,Athletico Paranaense
44,2022-10-22,16:30,Série A,Rodada da semana 33,sáb,Visitante,D,2,4,Bragantino,0.4,2.3,53.0,,Thiago Heleno,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,9,4,209.0,1.0,0,0,2022,Athletico Paranaense
45,2022-10-25,21:45,Série A,Rodada da semana 34,ter,Em casa,D,1,3,Palmeiras,0.2,2.2,29.0,,Léo Cittadini,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,11,1,301.0,1.0,0,0,2022,Athletico Paranaense
47,2022-11-02,16:00,Série A,Rodada da semana 35,qua,Em casa,V,3,2,Goiás,2.7,0.8,46.0,,Thiago Heleno,4-1-2-1-2◆,Leandro Pedro Vuaden,Relatório da Partida,16,4,186.0,0.0,1,1,2022,Athletico Paranaense
48,2022-11-05,21:00,Série A,Rodada da semana 36,sáb,Visitante,D,0,2,Internacional,0.7,1.3,45.0,,Thiago Heleno,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,14,1,212.0,0.0,0,0,2022,Athletico Paranaense
49,2022-11-09,21:30,Série A,Rodada da semana 37,qua,Visitante,E,1,1,Atl Goianiense,0.4,1.3,37.0,,Fernandinho,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,12,4,235.0,0.0,0,0,2022,Athletico Paranaense
50,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Em casa,V,3,0,Botafogo (RJ),2.5,0.9,40.0,,Thiago Heleno,4-1-4-1,Anderson Daronco,Relatório da Partida,24,10,160.0,1.0,0,0,2022,Athletico Paranaense
1,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Em casa,V,2,0,Internacional,1.9,0.6,52.0,37.531,Hulk,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,15,5,196.0,1.0,0,0,2022,Atletico Mineiro
3,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Visitante,V,1,0,Ath Paranaense,1.0,0.5,56.0,17.305,Júnior Alonso,4-4-2,Wilton Sampaio,Relatório da Partida,17,5,194.0,0.0,0,0,2022,Atletico Mineiro
4,2022-04-23,21:00,Série A,Rodada da semana 3,sáb,Em casa,E,2,2,Coritiba,1.8,1.6,61.0,19.974,Hulk,4-2-3-1,Savio Pereira,Relatório da Partida,20,5,216.0,0.0,0,0,2022,Atletico Mineiro
6,2022-04-30,18:30,Série A,Rodada da semana 4,sáb,Visitante,E,2,2,Goiás,2.0,1.0,69.0,10.165,Hulk,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,21,5,167.0,0.0,0,0,2022,Atletico Mineiro
8,2022-05-07,16:30,Série A,Rodada da semana 5,sáb,Em casa,D,1,2,América (MG),2.5,2.0,68.0,14.629,Réver,4-4-2,Wilton Sampaio,Relatório da Partida,23,8,176.0,2.0,0,0,2022,Atletico Mineiro
9,2022-05-11,20:30,Série A,Rodada da semana 7,qua,Visitante,E,1,1,Bragantino,0.9,0.8,62.0,5.222,Júnior Alonso,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,18,4,214.0,1.0,0,0,2022,Atletico Mineiro
10,2022-05-14,19:00,Série A,Rodada da semana 6,sáb,Em casa,V,2,0,Atl Goianiense,1.3,0.2,56.0,20.749,Hulk,4-2-3-1,Anderson Daronco,Relatório da Partida,14,7,189.0,1.0,0,0,2022,Atletico Mineiro
13,2022-05-29,19:00,Série A,Rodada da semana 8,dom,Em casa,V,2,1,Avaí,1.4,1.1,61.0,31.551,Réver,4-4-2,Jefferson Ferreira de Moraes,Relatório da Partida,27,7,195.0,1.0,0,0,2022,Atletico Mineiro
14,2022-06-05,16:00,Série A,Rodada da semana 9,dom,Visitante,E,0,0,Palmeiras,0.4,0.9,50.0,40.235,Hulk,4-2-3-1,Wilton Sampaio,Relatório da Partida,11,3,256.0,1.0,0,0,2022,Atletico Mineiro
15,2022-06-08,21:30,Série A,Rodada da semana 10,qua,Visitante,D,3,5,Fluminense,0.8,1.8,57.0,16.143,Hulk,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,11,6,172.0,1.0,0,0,2022,Atletico Mineiro
16,2022-06-11,19:00,Série A,Rodada da semana 11,sáb,Em casa,E,1,1,Santos,1.5,1.8,67.0,26.501,Réver,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,16,3,195.0,1.0,0,0,2022,Atletico Mineiro
17,2022-06-15,19:00,Série A,Rodada da semana 12,qua,Visitante,E,0,0,Ceará,1.0,0.8,48.0,26.774,Hulk,4-2-2-2,Luiz Flávio de Oliveira,Relatório da Partida,14,2,214.0,1.0,0,0,2022,Atletico Mineiro
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Em casa,V,2,0,Flamengo,1.5,0.4,48.0,55.373,Hulk,4-2-3-1,Raphael Claus,Relatório da Partida,16,3,178.0,1.0,0,0,2022,Atletico Mineiro
19,2022-06-25,21:00,Série A,Rodada da semana 14,sáb,Em casa,V,3,2,Fortaleza,1.0,0.8,66.0,30.003,Réver,3-4-3,Jean Pierre Goncalves Lima,Relatório da Partida,17,6,190.0,0.0,0,0,2022,Atletico Mineiro
21,2022-07-02,16:30,Série A,Rodada da semana 15,sáb,Visitante,V,2,1,Juventude,2.0,0.9,44.0,6.565,Réver,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,7,3,218.0,0.0,1,1,2022,Atletico Mineiro
23,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Em casa,E,0,0,São Paulo,0.7,0.3,58.0,52.356,Hulk,4-2-3-1,Anderson Daronco,Relatório da Partida,11,2,212.0,0.0,0,0,2022,Atletico Mineiro
24,2022-07-17,18:00,Série A,Rodada da semana 17,dom,Visitante,V,1,0,Botafogo (RJ),1.6,0.9,62.0,8.678,Hulk,4-2-3-1,Raphael Claus,Relatório da Partida,15,2,201.0,3.0,0,0,2022,Atletico Mineiro
25,2022-07-21,18:00,Série A,Rodada da semana 18,qui,Visitante,E,1,1,Cuiabá,0.8,1.9,68.0,18.584,Júnior Alonso,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,7,4,221.0,1.0,0,0,2022,Atletico Mineiro
26,2022-07-24,18:00,Série A,Rodada da semana 19,dom,Em casa,D,1,2,Corinthians,0.8,1.1,53.0,55.706,Hulk,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,14,6,227.0,3.0,0,0,2022,Atletico Mineiro
27,2022-07-31,16:00,Série A,Rodada da semana 20,dom,Visitante,D,0,3,Internacional,1.9,0.8,68.0,39.451,Hulk,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,21,5,211.0,3.0,0,0,2022,Atletico Mineiro
29,2022-08-07,19:00,Série A,Rodada da semana 21,dom,Em casa,D,2,3,Ath Paranaense,1.5,1.2,63.0,25.119,Igor Rabello,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,21,8,193.0,1.0,0,0,2022,Atletico Mineiro
31,2022-08-14,11:00,Série A,Rodada da semana 22,dom,Visitante,V,1,0,Coritiba,3.1,0.4,59.0,17.608,Hulk,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,19,7,190.0,1.0,0,0,2022,Atletico Mineiro
32,2022-08-20,16:30,Série A,Rodada da semana 23,sáb,Em casa,D,0,1,Goiás,2.1,0.1,72.0,31.65,Hulk,4-1-4-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,28,7,179.0,2.0,0,0,2022,Atletico Mineiro
33,2022-08-28,16:00,Série A,Rodada da semana 24,dom,Visitante,E,1,1,América (MG),0.6,1.2,56.0,7.016,Réver,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,16,4,273.0,5.0,0,0,2022,Atletico Mineiro
34,2022-09-04,18:00,Série A,Rodada da semana 25,dom,Visitante,V,2,0,Atl Goianiense,1.3,0.4,50.0,7.083,Réver,4-4-2,Luiz Flávio de Oliveira,Relatório da Partida,12,7,158.0,1.0,0,0,2022,Atletico Mineiro
35,2022-09-07,17:00,Série A,Rodada da semana 26,qua,Em casa,E,1,1,Bragantino,1.3,0.7,61.0,35.0,Júnior Alonso,4-1-4-1,Jean Pierre Goncalves Lima,Relatório da Partida,21,6,193.0,0.0,0,0,2022,Atletico Mineiro
36,2022-09-17,16:30,Série A,Rodada da semana 27,sáb,Visitante,D,0,1,Avaí,1.4,1.1,60.0,5.081,Ignacio Fernández,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,13,2,178.0,1.0,0,0,2022,Atletico Mineiro
37,2022-09-28,21:45,Série A,Rodada da semana 28,qua,Em casa,D,0,1,Palmeiras,1.2,1.3,67.0,28.644,Hulk,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,16,3,187.0,1.0,0,0,2022,Atletico Mineiro
38,2022-10-01,15:00,Série A,Rodada da semana 29,sáb,Em casa,V,2,0,Fluminense,1.7,0.3,30.0,20.858,Hulk,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,13,4,221.0,1.0,1,1,2022,Atletico Mineiro
39,2022-10-05,21:30,Série A,Rodada da semana 30,qua,Visitante,V,2,1,Santos,1.2,2.0,56.0,9.278,Hulk,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,11,2,267.0,2.0,1,1,2022,Atletico Mineiro
